ID,ApplicationDate_ds1,AnnualIncome,EmploymentStatus,Experience_ds1,LoanDuration,NumberOfDependents,MonthlyDebtPayments,NumberOfOpenCreditLines,BankruptcyHistory,PreviousLoanDefaults,LengthOfCreditHistory,CheckingAccountBalance,TotalLiabilities,NetWorth,LoanApproved,ApplicationDate_ds2,Age,CreditScore,EducationLevel,Experience_ds2,LoanAmount,MaritalStatus,HomeOwnershipStatus,CreditCardUtilizationRate,NumberOfCreditInquiries,LoanPurpose,PaymentHistory,SavingsAccountBalance,TotalAssets,JobTenure,InterestRate,RiskScore
A7058,28-04-2021,51969,Employed,16,60,1,207,4,0,0,9,1818,41625,34252,0,28-04-2037,39,543,High School,16.0,33832,Single,Mortgage,8.4,0,Education,33,1048,75877,4,25.11,50
A7059,29-04-2021,48096,Employed,38,84,0,268,6,0,0,24,1438,11834,122847,0,29-04-2037,63,556,Bachelor,38.0,40385,Married,Rent,4.03,0,Home,27,5150,134681,6,30.23,48
A7060,30-04-2021,70310,Employed,26,96,3,375,4,0,0,7,17139,17457,10943,0,30-04-2037,48,643,Associate,26.0,28605,Married,Mortgage,28.8,0,Education,23,5946,28400,6,27.14,48
A7061,01-05-2021,53004,Employed,37,72,2,481,6,0,0,23,2369,15734,43014,0,01-05-2037,58,607,Master,37.0,21414,Single,Own,5.95,1,Home,22,2561,58748,2,26.88,54
A7062,02-05-2021,95860,Employed,25,24,1,412,1,0,0,4,12369,23147,108644,1,02-05-2037,47,623,Associate,25.0,14434,Divorced,Mortgage,14.4,2,Education,18,11203,131791,6,20.03,41
A7063,03-05-2021,94241,Employed,11,48,2,232,4,0,0,9,1313,66169,8657,1,03-05-2037,31,579,Master,11.0,15545,Married,Own,3.24,0,Education,22,12412,44096,3,26.3,41
A7064,04-05-2021,123177,Employed,21,48,2,284,2,0,0,18,2043,30261,3465,1,04-05-2037,41,619,Bachelor,21.0,22336,Single,Mortgage,4.68,0,Debt Consolidation,20,1680,15420,10,19.67,36
A7065,05-05-2021,119169,Employed,23,36,1,158,1,0,0,11,474,110320,1006,1,05-05-2037,42,595,Master,23.0,14430,Divorced,Mortgage,7.17,3,Other,27,361,17131,7,21.4,40
A7066,06-05-2021,54682,Employed,8,60,2,468,2,0,0,20,203,21332,151021,1,06-05-2037,28,562,Master,8.0,16794,Married,Rent,3.3,0,Home,25,1230,172353,5,20.9,38
A7067,07-05-2021,58912,Employed,9,48,3,356,3,0,0,2,1860,35121,150552,0,07-05-2037,35,553,Associate,9.0,38243,Widowed,Own,840.0,0,Debt Consolidation,28,3324,185673,2,28.73,53
A7068,08-05-2021,72248,Self-Employed,16,24,0,638,5,0,1,2,1170,40631,10971,0,08-05-2037,37,632,Associate,16.0,29428,Single,Other,2.96,0,Education,27,11876,38360,2,22.29,62
A7069,09-05-2021,82434,Employed,41,60,2,793,3,0,1,10,790,11631,15253,0,09-05-2037,59,624,Bachelor,41.0,30101,Married,Mortgage,8.36,2,Debt Consolidation,30,16122,26884,5,21.86,59
A7070,10-05-2021,15712,Self-Employed,0,36,4,579,4,0,0,1,787,28143,3288,0,10-05-2037,18,578,Associate,0.0,25014,Divorced,Mortgage,26.3,1,Education,30,1211,18923,4,20.31,67
A7071,11-05-2021,69053,Employed,35,48,1,305,3,0,0,3,12901,6746,137905,0,11-05-2037,54,603,High School,35.0,35240,Divorced,Rent,7.76,0,Debt Consolidation,29,2504,144651,4,24.26,47
A7072,12-05-2021,77364,Employed,5,84,0,440,5,0,0,14,359,26596,46607,0,12-05-2037,28,565,Master,5.0,38064,Single,Mortgage,5.71,2,Other,23,2678,73203,2,32.84,55
A7073,13-05-2021,129141,Unemployed,1,84,2,299,2,0,1,18,2670,57075,62412,0,13-05-2037,23,414,Associate,1.0,27495,Single,Own,794.0,1,Education,22,4651,119487,5,31.82,57
A7074,14-05-2021,99856,Employed,31,60,0,139,4,0,0,25,911,5350,93164,1,14-05-2037,54,649,High School,31.0,19057,Divorced,Rent,101.0,1,Education,19,4939,98514,7,19.77,37
A7075,15-05-2021,60759,Employed,26,36,2,936,2,0,0,22,3076,33093,10510,0,15-05-2037,48,609,Bachelor,26.0,35553,Married,Mortgage,2.82,1,Home,31,2204,15341,5,21.25,55
A7076,16-05-2021,58455,Employed,33,48,1,537,1,0,0,18,416,54281,5008,0,16-05-2037,55,646,Master,33.0,15866,Married,Mortgage,11.6,1,Education,18,5976,17621,3,20.32,XX
A7077,17-05-2021,30744,Employed,29,60,2,359,4,0,0,11,1137,27811,91663,0,17-05-2037,49,655,Master,29.0,42245,Divorced,Mortgage,24.9,2,Home,23,4598,119474,7,20.44,47
A7078,18-05-2021,191325,Employed,42,60,0,117,4,0,0,20,4232,21438,48960,1,18-05-2037,64,653,Bachelor,42.0,10957,Single,Own,4.04,0,Auto,19,6192,70398,3,21.13,34
A7079,19-05-2021,26939,Unemployed,21,120,0,526,3,1,0,8,1382,6406,55951,0,19-05-2037,46,516,High School,21.0,25498,Divorced,Mortgage,2.66,1,Auto,26,2530,62357,4,36.31,74
A7080,20-05-2021,15854,Employed,12,60,1,478,1,0,0,16,101,13586,154741,0,20-05-2037,38,510,Bachelor,12.0,17657,Single,Mortgage,5.1,2,Other,21,3849,168327,4,24.88,49
A7081,21-05-2021,93619,Employed,22,72,3,329,1,0,0,28,2335,35986,6500,0,21-05-2037,44,602,Bachelor,22.0,49924,Married,Other,2.54,1,Debt Consolidation,15,1357,14520,6,30.91,48
A7082,22-05-2021,55686,Employed,32,36,3,382,7,0,0,1,3552,11384,384796,0,22-05-2037,54,505,High School,32.0,21763,Married,Own,28.6,1,Home,29,3339,396180,4,25.34,48
A7083,23-05-2021,55590,Employed,6,60,0,336,3,0,0,26,2135,11532,123687,0,23-05-2037,30,622,Master,6.0,26380,Divorced,Mortgage,30.8,1,Auto,18,504,135219,6,22.04,47
A7084,24-05-2021,45250,Employed,7,72,2,292,3,0,1,11,1633,4665,29965,0,24-05-2037,32,457,High School,7.0,28431,Married,Mortgage,23.5,6,Auto,22,480,34630,9,33.14,60
A7085,25-05-2021,26067,Employed,14,48,4,371,6,0,0,11,1611,76234,17932,0,25-05-2037,36,574,Associate,14.0,16612,Married,Mortgage,17.0,0,Home,28,2183,94166,4,18.94,51
A7086,26-05-2021,41984,Employed,0,84,2,340,7,0,0,22,2305,13764,11030,0,26-05-2037,18,570,High School,0.0,34453,Divorced,Rent,5.02,1,Debt Consolidation,21,2324,24794,0,24.91,XX
A7087,27-05-2021,40615,Employed,20,36,4,297,3,0,0,11,3344,12872,58517,0,27-05-2037,41,614,Master,20.0,26402,Divorced,Mortgage,49.7,0,Home,17,1897,71389,6,18.21,47
A7088,28-05-2021,26887,Employed,0,24,0,1368,6,0,0,27,2585,37285,15032,0,28-05-2037,18,583,High School,0.0,23388,Single,Own,2.94,1,Debt Consolidation,21,6681,52317,4,18.47,XX
A7089,29-05-2021,118137,Unemployed,16,48,0,879,3,0,0,22,374,25526,16533,0,29-05-2037,40,483,Associate,16.0,68493,Married,Rent,12.3,0,Education,16,323,42059,5,34.93,51
A7090,30-05-2021,84165,Employed,30,36,0,495,3,1,0,22,909,35556,29088,1,30-05-2037,50,586,Master,30.0,12893,Married,Mortgage,3.48,0,Home,20,4959,64644,7,20.19,48
A7091,31-05-2021,15000,Employed,13,60,0,319,6,0,0,21,1960,16041,6367,0,31-05-2037,34,555,High School,13.0,10261,Single,Mortgage,6.04,0,Other,23,1205,22408,5,23.36,56
A7092,01-06-2021,55188,Employed,36,72,2,192,6,0,1,14,102,27289,167147,0,01-06-2037,60,566,High School,36.0,33279,Widowed,Rent,44.1,3,Debt Consolidation,24,3076,194436,7,21.22,55
A7093,02-06-2021,67306,Employed,0,72,2,317,3,0,0,11,1134,12050,18254,0,02-06-2037,22,534,High School,0.0,22837,Married,Mortgage,29.2,0,Home,18,7399,30304,5,28.9,XX
A7094,03-06-2021,25136,Employed,29,36,1,434,3,0,0,11,6310,90260,4307,0,03-06-2037,54,488,Associate,29.0,28718,Divorced,Mortgage,6.7,0,Other,20,944,29571,5,27.81,56
A7095,04-06-2021,24498,Employed,24,48,1,515,3,0,0,4,241,76283,2813,0,04-06-2037,48,568,Associate,24.0,7294,Married,Mortgage,45.6,4,Debt Consolidation,20,2779,45099,7,22.99,56
A7096,05-06-2021,88877,Self-Employed,0,12,0,578,2,0,0,2,611,26325,1201,0,05-06-2037,19,540,Bachelor,0.0,30897,Divorced,Other,16.2,0,Debt Consolidation,31,2605,17223,5,21.7,61
A7097,06-06-2021,36529,Employed,45,60,4,167,0,0,1,16,1041,110900,147438,0,06-06-2037,72,564,High School,45.0,26532,Divorced,Other,10.6,1,Home,25,250,258338,6,24.27,54
A7098,07-06-2021,15986,Unemployed,16,36,0,518,2,0,0,9,429,3365,41264,0,07-06-2037,39,612,Bachelor,16.0,22991,Widowed,Mortgage,22.5,0,Home,29,3068,44629,4,17.37,60
A7099,08-06-2021,124067,Employed,11,60,3,477,4,1,0,3,2101,40689,1208,1,08-06-2037,29,597,Doctorate,11.0,29694,Married,Rent,27.0,3,Home,26,9138,38256,7,18.89,55
A7100,09-06-2021,49222,Employed,1,60,0,712,1,0,0,29,2254,31836,42535,0,09-06-2037,23,543,Master,1.0,29266,Married,Rent,6.19,2,Auto,32,3650,74371,5,29.62,53
A7101,10-06-2021,62496,Employed,15,48,2,846,5,0,0,25,2072,129664,1761,0,10-06-2037,37,521,Bachelor,,13217,Single,Rent,5.61,1,Education,33,4254,52688,3,27.14,51
A7102,11-06-2021,44612,Employed,14,24,0,380,0,0,0,13,2812,2697,15007,0,11-06-2037,38,505,Master,14.0,21564,Married,Rent,2.65,0,Other,22,4732,17704,7,22.22,55
A7103,12-06-2021,99682,Employed,19,60,4,256,2,0,0,7,1099,15429,154025,1,12-06-2037,41,618,Doctorate,19.0,45856,Single,Mortgage,9.06,0,Auto,24,1706,169454,2,23.7,35
A7104,13-06-2021,28205,Employed,11,84,2,549,2,0,0,4,851,27511,18831,0,13-06-2037,36,648,Bachelor,11.0,31460,Married,Mortgage,31.2,1,Home,23,427,46342,3,20.59,60
A7105,14-06-2021,62813,Employed,23,60,1,294,4,0,0,27,1975,49801,2329,0,14-06-2037,47,532,High School,23.0,29151,Married,Own,20.9,1,Debt Consolidation,27,973,19869,8,28.85,50
A7106,15-06-2021,115248,Employed,15,96,0,597,2,0,0,16,978,29324,83545,1,15-06-2037,35,548,Master,,23633,Widowed,Rent,4.17,0,Debt Consolidation,21,867,112869,4,30.5,40
A7107,16-06-2021,18638,Employed,0,36,2,360,5,0,0,10,1526,43589,4329,0,16-06-2037,18,585,Master,0.0,18419,Married,Mortgage,1.77,4,Auto,23,1610,42169,4,22.27,53
A7108,17-06-2021,26213,Employed,17,36,0,201,1,0,1,4,232,13702,113528,0,17-06-2037,38,532,High School,17.0,24217,Married,Rent,35.8,0,Home,25,9376,127230,4,23.19,57
A7109,18-06-2021,148730,Employed,0,48,0,737,6,0,0,4,870,11715,20879,1,18-06-2037,18,610,Master,0.0,30291,Married,Own,6.98,1,Home,17,777,32594,6,19.84,43
A7110,19-06-2021,94303,Employed,23,60,0,330,1,1,0,13,2682,23416,67035,1,19-06-2037,44,625,Associate,23.0,20057,Single,Rent,3.19,0,Auto,31,22405,90451,4,18.17,51
A7111,20-06-2021,23582,Employed,5,36,0,560,2,0,0,24,1585,25090,1519,0,20-06-2037,28,597,Associate,5.0,8841,Single,Rent,31.3,1,Education,28,1320,26077,3,20.57,XX
A7112,21-06-2021,25344,Employed,19,96,1,633,4,0,0,27,439,79562,2527,0,21-06-2037,41,580,Associate,19.0,13852,Single,Own,39.9,2,Home,17,58664,70768,5,22.68,56
A7113,22-06-2021,47258,Employed,33,48,1,413,0,0,0,17,1136,44141,88058,0,22-06-2037,55,564,Associate,33.0,17826,Divorced,Mortgage,5.38,0,Auto,19,2484,132199,6,24.8,XX
A7114,23-06-2021,53587,Employed,1,36,0,163,6,0,0,5,282,112451,5094,0,23-06-2037,28,502,Bachelor,1.0,30907,Married,Mortgage,19.7,0,Auto,26,3514,104710,5,27.38,55
A7115,24-06-2021,52730,Employed,30,48,3,504,6,0,0,19,733,24525,52381,0,24-06-2037,52,614,Bachelor,30.0,34031,Single,Rent,4.2,3,Home,26,1346,76906,3,24.86,46
A7116,25-06-2021,181163,Employed,15,72,0,217,2,0,0,6,849,18481,56430,1,25-06-2037,34,556,Associate,,21107,Single,Own,8.63,1,Home,24,9200,74911,11,25.64,37
A7117,26-06-2021,68574,Self-Employed,36,108,1,456,3,0,0,11,520,28692,98802,0,26-06-2037,61,579,Associate,36.0,29400,Married,Rent,9.3,1,Home,18,5010,127494,6,28.9,50
A7118,27-06-2021,28526,Employed,10,24,1,418,3,0,0,9,6106,4018,107191,0,27-06-2037,35,522,Bachelor,10.0,30519,Single,Mortgage,5.0,2,Auto,16,5890,111209,6,22.8,XX
A7119,28-06-2021,72339,Employed,10,36,2,1195,2,0,0,15,508,27249,1068,0,28-06-2037,29,558,High School,10.0,24471,Divorced,Own,4.12,2,Home,25,3239,28317,4,25.6,51
A7120,29-06-2021,56150,Employed,27,48,2,213,3,0,0,6,2752,13861,15342,0,29-06-2037,48,617,Master,27.0,29696,Married,Own,7.26,1,Home,25,3199,29203,6,22.99,50
A7121,30-06-2021,30931,Self-Employed,11,60,1,764,3,0,0,12,4235,16368,61163,0,30-06-2037,34,586,Bachelor,11.0,17288,Divorced,Mortgage,5.63,0,Auto,20,2685,77531,5,20.6,59
A7122,01-07-2021,63345,Employed,5,36,2,221,6,0,0,9,91,77298,3791,1,01-07-2037,29,415,Bachelor,5.0,18886,Single,Mortgage,4.34,2,Auto,33,18816,60584,8,28.19,43
A7123,02-07-2021,132041,Employed,12,48,4,551,4,0,1,10,1247,42558,13400,1,02-07-2037,34,514,Associate,12.0,11181,Married,Other,4.59,2,Education,29,1758,55958,9,27.54,45
A7124,03-07-2021,44125,Self-Employed,16,72,0,464,0,0,0,20,364,17179,233259,1,03-07-2037,39,479,Doctorate,16.0,8455,Single,Rent,35.5,1,Education,23,6906,250438,1,26.46,41
A7125,04-07-2021,26871,Employed,35,60,3,141,1,0,0,5,622,21362,3195,0,04-07-2037,56,628,High School,35.0,25993,Divorced,Rent,13.3,3,Auto,25,1769,20542,6,25.68,54
A7126,05-07-2021,38222,Employed,0,48,5,400,1,1,0,3,1440,66693,10210,0,05-07-2037,18,573,High School,0.0,31148,Married,Rent,1.43,1,Home,19,13857,52930,5,24.39,65
A7127,06-07-2021,28347,Employed,13,60,3,746,3,0,0,20,2048,12609,46538,0,06-07-2037,40,548,Master,13.0,17000,Single,Mortgage,2.81,2,Home,29,724,59147,3,19.84,60
A7128,07-07-2021,61400,Employed,26,12,0,534,1,0,0,9,2097,22783,99639,0,07-07-2037,47,577,Bachelor,26.0,29522,Divorced,Rent,37.1,0,Education,22,12876,122422,3,22.23,51
A7129,08-07-2021,72275,Employed,19,72,3,461,1,0,0,11,508,9579,1199,1,08-07-2037,42,616,High School,19.0,16372,Divorced,Mortgage,17.2,1,Education,21,3181,10778,6,20.5,36
A7130,09-07-2021,15477,Unemployed,33,120,1,507,2,0,0,17,1046,2912,90732,0,09-07-2037,55,592,Bachelor,33.0,22435,Single,Mortgage,5.15,1,Auto,29,949,93644,5,22.51,56
A7131,10-07-2021,63321,Employed,15,60,3,170,3,0,0,25,6986,65594,4506,1,10-07-2037,39,541,Bachelor,,28078,Married,Mortgage,4.68,0,Auto,22,3745,65452,8,25.12,42
A7132,11-07-2021,37583,Employed,14,48,1,369,2,0,0,3,736,84247,6661,0,11-07-2037,37,623,Bachelor,14.0,25670,Married,Rent,14.6,2,Home,19,7742,90908,4,23.38,XX
A7133,12-07-2021,28075,Employed,24,120,4,542,7,0,0,27,698,13433,64165,0,12-07-2037,47,539,Bachelor,24.0,27162,Married,Other,3.34,2,Education,25,4244,77598,4,35.22,XX
A7134,13-07-2021,25729,Self-Employed,23,60,1,372,3,0,0,14,866,12795,57679,0,13-07-2037,41,617,Doctorate,23.0,13373,Single,Mortgage,1.98,2,Home,19,14449,70474,4,19.05,53
A7135,14-07-2021,28791,Self-Employed,14,60,1,112,4,0,0,4,2212,105832,7874,0,14-07-2037,35,489,Doctorate,14.0,32119,Married,Own,13.4,2,Home,24,471,48531,2,31.01,57
A7136,15-07-2021,180456,Employed,22,12,1,497,5,0,0,2,4947,6103,103336,1,15-07-2037,46,457,Doctorate,22.0,28351,Married,Own,847.0,1,Home,32,9287,109439,3,24.6,40
A7137,16-07-2021,88462,Employed,8,84,3,831,2,0,0,20,2194,27247,280679,1,16-07-2037,32,583,Bachelor,8.0,14953,Married,Mortgage,19.4,0,Education,26,28253,307926,3,25.19,36
A7138,17-07-2021,99293,Employed,11,36,2,413,2,1,0,13,20669,23818,28247,0,17-07-2037,32,570,Associate,11.0,20757,Married,Mortgage,47.0,1,Auto,26,184,52065,4,21.51,66
A7139,18-07-2021,30720,Employed,14,24,2,315,3,0,0,1,683,10460,68164,0,18-07-2037,33,623,Bachelor,14.0,24849,Single,Own,40.7,1,Home,25,3537,78624,1,18.76,51
A7140,19-07-2021,158147,Employed,33,72,0,133,3,0,1,10,2589,26348,2035,1,19-07-2037,56,608,Bachelor,33.0,14452,Married,Mortgage,12.2,1,Auto,28,10917,28383,5,20.83,43
A7141,20-07-2021,36038,Employed,0,48,0,418,2,0,0,7,2298,125323,4260,0,20-07-2037,18,588,Associate,0.0,23810,Single,Other,199.0,4,Home,17,2064,49630,2,24.28,51
A7142,21-07-2021,31686,Employed,24,24,2,641,1,0,0,20,1701,6873,80770,0,21-07-2037,44,522,Bachelor,24.0,14930,Married,Own,21.9,1,Education,31,1231,87643,2,22.33,53
A7143,22-07-2021,25683,Employed,14,60,0,392,2,0,0,28,1109,7228,7257,0,22-07-2037,40,553,Bachelor,14.0,19523,Single,Mortgage,3.15,1,Education,19,1828,14485,5,21.98,56
A7144,23-07-2021,24053,Employed,0,36,5,224,4,0,0,23,586,64625,1589,0,23-07-2037,19,582,Master,0.0,26946,Single,Rent,3.47,0,Education,24,861,44832,4,23.2,60
A7145,24-07-2021,28740,Employed,20,48,0,428,1,0,0,28,1485,10449,8800,0,24-07-2037,43,495,High School,20.0,46129,Married,Mortgage,11.0,3,Auto,33,13590,19249,10,26.18,51
A7146,25-07-2021,33021,Employed,22,36,0,98,1,0,1,20,695,4161,48645,0,25-07-2037,45,597,Bachelor,22.0,36348,Married,Own,1.38,3,Debt Consolidation,28,1834,52806,4,21.6,56
A7147,26-07-2021,99221,Employed,28,60,3,518,2,0,0,3,1123,77506,154698,1,26-07-2037,47,566,Associate,28.0,21627,Single,Rent,3.09,0,Home,15,1802,232204,3,22.3,41
A7148,27-07-2021,177706,Employed,0,60,2,509,2,0,1,6,1344,6675,226957,1,27-07-2037,18,554,High School,0.0,27733,Married,Rent,4.69,1,Education,24,5249,233632,5,29.48,47
A7149,28-07-2021,47645,Employed,34,60,1,400,3,0,0,27,1061,17960,59492,0,28-07-2037,56,597,Associate,34.0,33455,Married,Mortgage,17.4,0,Home,28,2671,77452,6,23.61,48
A7150,29-07-2021,38881,Employed,10,24,1,358,1,0,0,11,877,9257,11646,0,29-07-2037,31,552,High School,10.0,27802,Married,Rent,12.8,2,Education,22,683,20903,2,25.68,XX
A7151,30-07-2021,17699,Employed,26,36,1,578,4,0,0,28,1268,16417,53768,0,30-07-2037,48,627,Associate,26.0,24014,Married,Mortgage,18.5,0,Education,30,4937,70185,5,20.95,48
A7152,31-07-2021,24717,Employed,23,48,0,248,3,0,1,6,3221,7196,665713,1,31-07-2037,48,546,High School,23.0,13193,Single,Mortgage,33.8,1,Education,21,694,672909,8,19.63,41
A7153,01-08-2021,17269,Employed,8,24,0,911,1,0,1,4,891,35358,36285,0,01-08-2037,29,468,Master,8.0,8573,Single,Rent,3.32,1,Other,24,3438,71643,7,28.43,61
A7154,02-08-2021,70412,Employed,25,60,2,456,0,0,0,19,112,39200,1238,0,02-08-2037,47,471,High School,25.0,13480,Married,Mortgage,5.7,1,Home,15,6501,40438,8,28.83,55
A7155,03-08-2021,153330,Employed,11,120,4,404,3,0,0,6,161,5233,26553,1,03-08-2037,35,546,Master,11.0,51876,Divorced,Mortgage,15.2,1,Home,23,1135,31786,5,26.98,40
A7156,04-08-2021,24971,Employed,0,60,0,305,4,0,0,7,2364,2428,3572,0,04-08-2037,18,541,Master,0.0,28199,Married,Rent,21.2,1,Auto,26,1541,6000,9,24.43,57
A7157,05-08-2021,49333,Self-Employed,33,48,3,438,2,0,0,9,2091,3922,100350,0,05-08-2037,54,615,Associate,33.0,13832,Married,Mortgage,11.9,0,Debt Consolidation,26,586,104272,6,22.55,53
A7158,06-08-2021,32716,Employed,9,48,0,1037,4,0,0,19,832,68170,122960,0,06-08-2037,30,580,High School,9.0,22495,Married,Own,24.9,1,Other,22,2567,191130,8,23.56,49
A7159,07-08-2021,67056,Employed,6,72,1,300,3,0,0,10,880,50173,108335,0,07-08-2037,29,506,Bachelor,6.0,24597,Single,Other,17.8,1,Debt Consolidation,19,474,158508,7,30.98,45
A7160,08-08-2021,32125,Employed,13,36,0,368,1,0,0,3,1714,3543,99529,0,08-08-2037,35,561,High School,13.0,30501,Married,Mortgage,20.6,0,Other,14,2435,103072,3,21.49,XX
A7161,09-08-2021,147359,Employed,21,72,0,384,2,1,0,9,2381,10236,72622,1,09-08-2037,43,576,High School,21.0,26499,Single,Mortgage,5.94,1,Debt Consolidation,16,12396,82858,6,20.71,51
A7162,10-08-2021,43096,Employed,18,36,1,269,2,0,0,2,7002,23170,9131,0,10-08-2037,39,589,Bachelor,18.0,27531,Married,Rent,29.6,1,Home,22,3690,20845,6,20.76,55
A7163,11-08-2021,96039,Employed,26,96,1,815,0,0,0,23,1433,29033,157178,1,11-08-2037,46,573,Associate,26.0,15873,Divorced,Rent,31.0,0,Home,33,1562,186211,7,25.77,37
A7164,12-08-2021,34549,Self-Employed,0,36,2,480,0,0,0,3,3126,13059,105434,0,12-08-2037,23,621,Bachelor,0.0,50179,Married,Mortgage,3.11,0,Debt Consolidation,33,13720,118493,3,24.6,54
A7165,13-08-2021,19050,Employed,9,72,2,289,5,0,0,27,286,78662,3476,0,13-08-2037,31,492,Bachelor,9.0,24313,Married,Rent,2.33,0,Debt Consolidation,29,4459,23404,3,23.46,60
A7166,14-08-2021,138415,Unemployed,14,60,0,572,3,0,0,24,326,19709,508881,1,14-08-2037,38,626,Master,14.0,13558,Married,Rent,20.5,3,Auto,32,2804,528590,6,21.73,32
A7167,15-08-2021,153227,Employed,42,36,0,505,3,0,0,19,3390,5522,45461,1,15-08-2037,62,607,High School,42.0,26850,Married,Mortgage,8.59,0,Auto,27,1218,50983,4,16.66,38
A7168,16-08-2021,49922,Employed,17,24,3,217,1,0,0,5,573,30730,2156,0,16-08-2037,38,548,High School,17.0,18880,Married,Other,48.7,0,Auto,25,376,20132,3,22.03,54
A7169,17-08-2021,44932,Employed,31,60,3,343,6,0,0,27,1465,381795,6000,0,17-08-2037,53,658,Bachelor,31.0,32825,Married,Mortgage,38.6,0,Debt Consolidation,23,1413,35708,2,17.31,47
A7170,18-08-2021,25063,Employed,18,48,3,466,5,0,0,5,1434,27292,16927,0,18-08-2037,40,606,Master,18.0,8909,Married,Own,6.65,1,Home,34,1056,44219,4,17.65,53
A7171,19-08-2021,76260,Employed,10,120,0,285,2,0,0,21,2991,18494,37727,0,19-08-2037,34,487,Master,10.0,28580,Married,Rent,2.92,0,Debt Consolidation,28,5817,56221,5,33.36,58
A7172,20-08-2021,16482,Self-Employed,15,48,2,275,4,0,0,6,429,13868,10815,0,20-08-2037,37,484,Bachelor,,32334,Married,Own,25.1,1,Home,19,6253,24683,2,31.38,57
A7173,21-08-2021,172306,Employed,13,12,0,295,3,0,0,8,322,6377,27673,1,21-08-2037,37,597,Bachelor,13.0,19832,Married,Other,516.0,0,Auto,29,86,34050,3,18.47,43
A7174,22-08-2021,40971,Employed,24,24,3,378,8,0,0,9,1131,36604,1649,0,22-08-2037,47,584,Bachelor,24.0,27107,Single,Mortgage,3.23,1,Debt Consolidation,15,5849,38253,9,24.27,54
A7175,23-08-2021,42163,Employed,34,48,2,212,1,0,1,2,1514,7986,126357,0,23-08-2037,56,631,High School,34.0,16129,Married,Own,14.2,0,Debt Consolidation,30,4995,134343,8,20.46,57
A7176,24-08-2021,28765,Employed,23,60,0,493,1,0,0,28,1710,8787,113209,0,24-08-2037,44,514,Bachelor,23.0,22205,Single,Other,23.9,0,Education,18,2864,121996,3,28.74,50
A7177,25-08-2021,21630,Employed,30,84,1,1111,0,0,0,18,333,39265,36388,0,25-08-2037,54,591,Associate,30.0,9841,Married,Mortgage,2.75,1,Auto,22,7486,75653,4,24.06,XX
A7178,26-08-2021,44335,Employed,7,84,2,386,2,0,0,22,315,17512,98164,0,26-08-2037,28,536,Associate,7.0,29320,Single,Mortgage,8.59,1,Debt Consolidation,24,3568,115676,4,27.56,48
A7179,27-08-2021,54704,Employed,13,24,3,611,2,0,0,11,1818,13229,28340,1,27-08-2037,35,587,Master,13.0,14344,Single,Mortgage,497.0,1,Education,32,3682,41569,6,18.9,42
A7180,28-08-2021,41690,Employed,9,72,4,266,3,0,0,5,415,9693,9200,0,28-08-2037,31,565,Master,9.0,13542,Single,Mortgage,35.3,1,Education,23,3921,18893,3,24.61,53
A7181,29-08-2021,82764,Employed,21,24,4,162,1,0,0,2,1622,13486,84970,0,29-08-2037,43,496,High School,21.0,21768,Married,Own,38.3,0,Auto,25,1501,98456,4,27.87,53
A7182,30-08-2021,55662,Unemployed,13,60,3,224,3,0,0,14,744,47473,6217,0,30-08-2037,35,471,Doctorate,13.0,20614,Married,Rent,455.0,2,Home,24,5440,18331,4,31.52,54
A7183,31-08-2021,60535,Employed,27,60,0,1033,0,0,0,28,724,115520,7204,0,31-08-2037,48,609,High School,27.0,25019,Single,Mortgage,32.3,2,Home,27,3427,43100,5,23.69,49
A7184,01-09-2021,16450,Employed,9,60,0,404,4,0,0,14,128,20828,1021,0,01-09-2037,28,532,High School,9.0,30766,Married,Own,14.9,0,Home,22,12904,14174,5,30.41,55
A7185,02-09-2021,39392,Employed,15,60,5,544,3,0,0,28,253,8049,36358,1,02-09-2037,40,630,Master,,9537,Divorced,Own,23.7,1,Debt Consolidation,15,658,44407,6,18.01,41
A7186,03-09-2021,110903,Employed,26,24,3,254,2,0,0,6,965,9676,153844,1,03-09-2037,48,577,Associate,26.0,20824,Married,Mortgage,3.72,0,Home,20,3589,163520,6,19.62,40
A7187,04-09-2021,84435,Self-Employed,0,36,2,493,4,0,0,18,1140,162787,4259,0,04-09-2037,18,563,Master,0.0,28627,Widowed,Mortgage,27.0,0,Home,18,3420,50323,5,25.0,58
A7188,05-09-2021,57426,Employed,43,48,0,499,1,0,0,11,4710,21542,3013,0,05-09-2037,65,619,High School,43.0,13888,Married,Rent,19.1,0,Home,21,2256,24555,1,19.54,46
A7189,06-09-2021,46601,Self-Employed,11,24,5,287,4,0,0,22,458,15496,36368,0,06-09-2037,36,513,Master,11.0,11821,Married,Mortgage,42.8,2,Home,19,1165,51864,7,24.08,57
A7190,07-09-2021,31710,Employed,0,12,0,525,3,0,0,18,575,5726,11116,0,07-09-2037,18,551,Master,0.0,45720,Divorced,Own,5.1,0,Education,25,496,16842,8,23.33,54
A7191,08-09-2021,40049,Employed,18,72,0,612,2,0,0,11,2951,14657,8045,0,08-09-2037,41,577,Bachelor,18.0,30975,Married,Other,3.84,1,Auto,19,3114,22702,4,24.3,51
A7192,09-09-2021,72159,Self-Employed,18,36,2,198,2,0,0,6,904,39296,45127,0,09-09-2037,40,573,Bachelor,18.0,27642,Single,Other,791.0,2,Auto,17,2474,84423,10,21.7,54
