ID,ApplicationDate,AnnualIncome,EmploymentStatus,LoanDuration,NumberOfDependents,MonthlyDebtPayments,NumberOfOpenCreditLines,BankruptcyHistory,PreviousLoanDefaults,LengthOfCreditHistory,CheckingAccountBalance,TotalLiabilities,NetWorth,LoanApproved,Age,CreditScore,EducationLevel,LoanAmount,MaritalStatus,HomeOwnershipStatus,CreditCardUtilizationRate,NumberOfCreditInquiries,LoanPurpose,PaymentHistory,SavingsAccountBalance,TotalAssets,JobTenure,InterestRate,RiskScore,Experience,MonthlyIncome,MonthlyLoanPayment,TotalDebtToIncomeRatio
A9091,2018-11-21,15000,Employed,84,0,245,2,0,0,10,1335,71713,11990,0,48,591,Associate,39526,Married,Mortgage,3.91,0,Auto,25,7147,83703,7,26.64,51.0,25.0,1250.0,1042.28,102.98
A9092,2018-11-22,135495,Employed,72,2,98,3,0,1,26,181,7502,95014,1,35,552,Associate,19585,Single,Rent,1.31,0,Home,23,7975,102516,9,29.87,47.0,15.0,11291.25,587.56,6.07
A9093,2018-11-23,43720,Employed,60,2,239,3,0,0,9,1306,37105,9090,0,26,578,Associate,43684,Widowed,Mortgage,5.73,3,Other,23,2809,36389,2,26.07,55.0,5.0,3643.33,1309.73,42.51
A9094,2018-11-24,37792,Employed,72,0,210,3,0,1,28,846,60624,4538,0,55,598,Doctorate,54035,Widowed,Rent,23.2,0,Other,30,3340,38336,6,27.3,59.0,28.0,3149.33,1532.73,55.34
A9095,2018-11-25,30329,Employed,60,1,1006,1,0,0,9,328,51171,3141,0,54,654,Bachelor,15255,Widowed,Other,2.78,0,Home,20,15363,15691,5,18.73,46.0,34.0,2527.42,393.46,55.37
A9096,2018-11-26,45773,Unemployed,48,3,459,2,0,0,7,460,36882,8028,0,41,592,Doctorate,15152,Married,Own,8.85,0,Auto,29,994,15673,1,25.16,56.0,19.0,3814.42,503.75,25.24
A9097,2018-11-27,72409,Self-Employed,108,2,197,6,0,0,4,812,12112,15054,0,24,608,Associate,24727,Married,Mortgage,1.13,1,Home,29,3454,27166,4,31.88,54.0,3.0,6034.08,698.04,14.83
A9098,2018-11-28,68313,Unemployed,72,4,513,1,0,0,21,1215,12378,55504,0,25,567,Associate,14455,Single,Rent,4.21,0,Auto,22,5886,67882,7,23.17,51.0,3.0,5692.75,373.3,15.57
A9099,2018-11-29,69366,Unemployed,48,2,297,4,0,1,17,344,8933,16928,0,41,553,Associate,14569,Married,Mortgage,5.02,3,Home,22,721,25861,3,23.01,58.0,20.0,5780.5,467.04,13.22
A9100,2018-11-30,28528,Employed,96,0,600,3,0,0,10,1547,27401,9423,0,34,472,Bachelor,15286,Single,Mortgage,1.94,2,Home,25,1447,8840,4,30.23,51.0,12.0,2377.33,423.99,43.07
A9101,2018-12-01,53163,Employed,60,3,273,2,0,0,4,76,147790,2459,0,35,609,Bachelor,9217,Married,Mortgage,5.5,0,Home,16,3867,31542,8,24.19,59.0,14.0,4430.25,266.17,12.17
A9102,2018-12-02,72875,Employed,48,2,478,3,0,0,12,517,25117,96055,0,52,512,Master,41994,Single,Own,14.1,1,Home,27,8502,121172,1,26.81,53.0,27.0,6072.92,1435.13,31.5
A9103,2018-12-03,44725,Employed,24,1,190,3,0,0,6,4527,3160,139587,0,48,622,Associate,38664,Single,Own,4.16,2,Education,23,1959,142747,8,22.82,45.0,25.0,3727.08,2021.51,59.34
A9104,2018-12-04,64131,Employed,96,1,311,4,0,0,17,4200,11943,29405,0,56,589,High School,10198,Married,Mortgage,7.86,0,Home,36,10475,41348,4,23.74,51.0,36.0,5344.25,238.05,10.27
A9105,2018-12-05,104340,Employed,48,0,340,7,0,0,9,2053,260140,7675,1,28,479,Associate,19650,Single,Mortgage,4.75,3,Education,32,951,92515,4,24.87,45.0,4.0,8695.0,650.11,11.39
A9106,2018-12-06,57842,Employed,48,2,242,1,0,0,25,2026,57429,437154,1,35,578,Bachelor,15575,Married,Rent,19.6,1,Other,22,4265,494583,0,21.28,34.0,14.0,4820.17,484.64,15.07
A9107,2018-12-07,41997,Employed,12,1,227,3,0,0,2,399,7691,86134,0,49,607,Bachelor,19443,Single,Mortgage,14.6,0,Auto,21,5171,93825,6,21.68,49.0,30.0,3499.75,1816.76,58.4
A9108,2018-12-08,17979,Employed,72,2,282,1,0,0,4,1445,13691,95495,0,45,615,Associate,15747,Single,Mortgage,346.0,0,Home,26,12709,109186,5,19.86,54.0,23.0,1498.25,375.91,43.91
A9109,2018-12-09,50029,Unemployed,48,0,765,4,0,0,5,5582,25286,40996,0,58,526,High School,57522,Married,Own,18.4,1,Education,31,8310,66282,6,31.72,54.0,32.0,4169.08,2129.07,69.42
A9110,2018-12-10,32554,Employed,72,0,147,3,0,0,24,2597,9183,179390,0,45,613,Master,47246,Divorced,Rent,2.76,1,Debt Consolidation,29,7906,188573,5,27.9,44.0,26.0,2712.83,1358.02,55.48
A9111,2018-12-11,86130,Employed,108,1,350,2,0,0,8,397,12563,9805,0,62,618,Bachelor,12168,Married,Rent,5.49,0,Home,21,1235,9077,10,27.43,51.0,42.0,7177.5,304.67,9.12
A9112,2018-12-12,55433,Employed,96,0,615,5,0,0,26,1551,6253,35830,0,46,592,High School,24534,Divorced,Own,47.9,1,Auto,25,1074,42083,4,23.89,51.0,22.0,4619.42,575.1,25.76
A9113,2018-12-13,130772,Employed,84,4,826,2,0,0,10,355,47444,17307,0,52,599,Associate,39943,Divorced,Other,30.4,4,Debt Consolidation,24,7862,64751,8,27.99,54.0,31.0,10897.67,1088.61,17.57
A9114,2018-12-14,53112,Employed,36,1,762,6,0,0,18,153,8483,21759,0,36,616,Bachelor,18197,Single,Rent,2.7,0,Debt Consolidation,24,416,30242,7,19.75,55.0,12.0,4426.0,673.95,32.44
A9115,2018-12-15,61486,Employed,60,1,373,2,0,0,24,2981,19012,37825,0,40,485,Associate,30257,Single,Mortgage,495.0,1,Education,20,543,56837,2,32.75,51.0,19.0,5123.83,1030.63,27.39
A9116,2018-12-16,35637,Employed,60,0,317,1,0,0,29,463,34966,10282,0,50,628,Associate,34566,Married,Own,18.7,1,Home,22,2292,45248,5,18.04,47.0,27.0,2969.75,878.5,40.26
A9117,2018-12-17,21621,Employed,72,4,254,3,0,0,11,458,25582,90940,0,59,579,Bachelor,29765,Married,Rent,1.46,1,Home,18,514,116522,5,26.74,51.0,33.0,1801.75,833.86,60.38
A9118,2018-12-18,82053,Employed,36,2,175,2,0,0,21,690,33597,4695,0,48,565,High School,32858,Married,Rent,4.91,3,Debt Consolidation,21,22797,23487,9,20.66,54.0,28.0,6837.75,1232.2,20.58
A9119,2018-12-19,84365,Self-Employed,36,0,269,0,0,0,22,2301,91075,7128,0,39,445,Associate,34497,Widowed,Own,8.25,2,Debt Consolidation,21,466,24403,5,29.8,55.0,14.0,7030.42,1460.68,24.6
A9120,2018-12-20,29199,Employed,60,2,602,5,0,0,12,7005,28657,84243,0,56,434,High School,27953,Married,Mortgage,3.26,2,Debt Consolidation,29,3853,112900,4,27.21,50.0,32.0,2433.25,857.07,59.96
A9121,2018-12-21,15000,Employed,108,2,531,2,0,0,14,2953,9209,91800,0,18,508,High School,9889,Single,Rent,25.3,0,Auto,34,2134,101009,3,26.55,50.0,0.0,1250.0,241.52,61.8
A9122,2018-12-22,96523,Employed,36,0,174,2,0,1,27,5667,17437,91277,0,22,538,Associate,28201,Single,Rent,2.88,1,Debt Consolidation,23,2077,108714,5,25.29,57.0,0.0,8043.58,1125.6,16.16
A9123,2018-12-23,85081,Employed,108,0,295,3,0,0,16,2475,10437,51032,0,48,573,High School,36270,Single,Mortgage,2.58,1,Debt Consolidation,26,2320,61469,8,28.07,47.0,25.0,7090.08,924.52,17.2
A9124,2018-12-24,40559,Employed,12,1,694,8,0,0,3,7628,13374,6109,0,40,585,High School,17642,Single,Rent,8.81,0,Home,15,6527,19483,4,21.05,55.0,17.0,3379.92,1643.14,69.15
A9125,2018-12-25,90660,Unemployed,72,2,352,3,0,0,9,2550,23463,8950,0,47,601,Bachelor,54638,Single,Own,21.1,2,Auto,28,2455,32413,6,28.16,51.0,24.0,7555.0,1579.48,25.57
A9126,2018-12-26,61466,Employed,60,4,496,2,0,0,24,844,25616,92326,0,40,611,Doctorate,47426,Married,Rent,2.85,2,Education,28,18861,117942,6,26.57,49.0,18.0,5122.17,1436.0,37.72
A9127,2018-12-27,75721,Employed,60,1,193,1,0,0,1,697,3529,27256,0,46,659,Bachelor,16793,Married,Mortgage,3.63,0,Debt Consolidation,23,12010,30785,6,22.2,51.0,23.0,6310.08,465.72,10.44
A9128,2018-12-28,16043,Employed,72,0,283,3,0,0,17,3959,18723,133622,0,30,609,High School,22987,Married,Mortgage,508.0,1,Debt Consolidation,23,3174,152345,8,25.32,54.0,7.0,1336.92,623.73,67.82
A9129,2018-12-29,81359,Employed,24,1,393,1,0,0,17,1388,19785,27507,0,46,514,Associate,23856,Single,Rent,15.4,0,Auto,25,2467,47292,5,22.53,48.0,22.0,6779.92,1243.86,24.14
A9130,2018-12-30,15592,Employed,48,0,290,3,0,0,18,552,11072,109464,0,51,490,Associate,17015,Single,Rent,29.3,0,Auto,22,3086,120536,6,23.67,51.0,32.0,1299.33,551.62,64.77
A9131,2018-12-31,112035,Employed,96,0,474,4,0,0,7,620,15210,11234,0,54,618,High School,17952,Single,Own,4.54,0,Debt Consolidation,24,3554,26444,6,25.67,56.0,29.0,9336.25,441.95,9.81
A9132,2019-01-01,149577,Employed,120,1,576,3,0,0,10,2124,9665,22143,0,64,549,High School,31126,Married,Own,33.4,0,Auto,26,582,31808,2,36.26,48.0,44.0,12464.75,967.71,12.38
A9133,2019-01-02,22858,Employed,60,1,416,4,1,0,23,1178,11779,56337,0,42,487,High School,10220,Married,Rent,22.1,1,Education,23,3388,68116,7,29.96,64.0,18.0,1904.83,330.4,39.18
A9134,2019-01-03,151881,Employed,84,0,1031,4,0,0,1,611,6368,92552,1,43,554,Bachelor,12159,Married,Other,2.62,3,Auto,33,4864,98920,2,24.69,44.0,20.0,12656.75,305.36,10.56
A9135,2019-01-04,32963,Employed,36,3,423,4,0,0,6,1807,56118,66133,0,21,581,Bachelor,24223,Married,Mortgage,3.65,0,Home,23,1885,122251,6,24.79,53.0,1.0,2746.92,960.41,50.36
A9136,2019-01-05,61332,Employed,72,1,412,4,0,0,15,766,14243,18217,0,33,596,Bachelor,27433,Married,Mortgage,16.7,1,Home,30,15395,32460,5,23.53,49.0,9.0,5111.0,714.42,22.04
A9137,2019-01-06,18626,Employed,84,0,651,1,0,1,10,6182,37679,1030,0,37,577,Doctorate,59158,Married,Mortgage,33.8,2,Auto,24,6030,12212,3,24.95,60.0,16.0,1552.17,1495.5,138.29
A9138,2019-01-07,34093,Employed,96,0,654,1,0,0,24,251,7141,132603,0,52,581,High School,17235,Married,Mortgage,39.7,0,Home,23,2060,139744,5,22.47,47.0,27.0,2841.08,388.11,36.68
A9139,2019-01-08,24057,Employed,60,0,211,4,0,0,15,532,19726,20957,0,32,637,Doctorate,36850,Single,Mortgage,7.51,0,Other,24,2328,40683,4,26.6,50.0,11.0,2004.75,1116.43,66.21
A9140,2019-01-09,25223,Employed,120,0,565,3,0,1,29,2894,72329,167874,0,49,564,Associate,39622,Single,Mortgage,3.69,1,Other,20,941,240203,5,30.9,62.0,29.0,2101.92,1070.94,77.83
A9141,2019-01-10,91920,Self-Employed,72,1,292,1,0,0,2,185,17426,56685,1,39,600,High School,18187,Single,Mortgage,60.1,4,Debt Consolidation,17,4050,74111,3,21.03,46.0,13.0,7660.0,446.56,9.64
A9142,2019-01-11,91612,Employed,48,0,467,5,0,0,16,1336,8721,110089,0,37,547,Master,46019,Single,Mortgage,41.1,0,Debt Consolidation,21,3519,118810,7,26.99,46.0,14.0,7634.33,1577.38,26.78
A9143,2019-01-12,78496,Employed,24,1,479,3,0,1,25,755,36059,18059,1,42,519,Associate,9312,Married,Mortgage,5.68,1,Auto,28,3772,54118,5,23.64,48.0,18.0,6541.33,490.66,14.82
A9144,2019-01-13,28393,Employed,24,0,142,5,0,1,16,3154,19868,102576,0,35,585,Associate,18932,Married,Own,4.61,1,Debt Consolidation,24,2079,122444,3,20.64,55.0,14.0,2366.08,969.49,46.98
A9145,2019-01-14,30845,Employed,72,1,323,0,0,0,9,4711,52398,31395,0,34,552,High School,17262,Married,Mortgage,1.18,0,Auto,31,7231,83793,3,24.22,57.0,15.0,2570.42,456.76,30.34
A9146,2019-01-15,15000,Employed,72,2,316,2,0,0,22,1872,23945,31790,0,19,505,High School,54676,Single,Other,4.35,1,Education,17,4964,55735,7,37.91,53.0,0.0,1250.0,1933.24,179.94
A9147,2019-01-16,97581,Employed,84,0,669,4,0,0,9,535,51780,55436,0,37,643,Doctorate,20354,Married,Rent,4.79,1,Auto,26,13147,107216,5,24.42,46.0,15.0,8131.75,507.67,14.47
A9148,2019-01-17,156915,Employed,48,2,296,3,0,0,15,3466,34418,214754,1,34,475,Associate,35615,Single,Own,1.81,1,Education,21,13017,249172,4,30.13,37.0,11.0,13076.25,1285.05,12.09
A9149,2019-01-18,136145,Employed,24,4,446,2,0,0,23,17673,16766,56277,1,33,638,Doctorate,18343,Single,Mortgage,21.7,2,Other,20,8627,73043,6,17.52,37.0,9.0,11345.42,911.51,11.97
A9150,2019-01-19,51812,Employed,84,5,424,3,0,0,23,2021,13719,7487,0,45,526,Associate,24056,Single,Mortgage,11.3,4,Education,16,4019,21206,3,30.89,57.0,23.0,4317.67,702.29,26.09
A9151,2019-01-20,54418,Employed,48,1,554,2,0,0,1,823,30665,3721,0,47,608,High School,11835,Married,Mortgage,4.37,1,Debt Consolidation,23,1776,14701,3,17.32,51.0,24.0,4534.83,343.46,19.79
A9152,2019-01-21,40951,Employed,60,2,932,2,0,0,20,496,173488,10431,0,42,584,High School,31209,Married,Mortgage,4.52,0,Debt Consolidation,23,10561,20785,7,26.16,58.0,16.0,3412.58,937.37,54.78
A9153,2019-01-22,90631,Employed,84,1,415,4,0,0,27,617,2986,24084,1,51,624,Associate,17359,Married,Rent,2.73,2,Auto,25,2046,27070,3,24.32,36.0,29.0,7552.58,431.87,11.21
A9154,2019-01-23,128742,Employed,24,4,545,3,0,0,4,1566,10061,137662,1,46,603,High School,24435,Married,Rent,3.71,1,Auto,26,5710,147723,9,22.11,36.0,22.0,10728.5,1268.97,16.91
A9155,2019-01-24,34864,Employed,60,0,267,5,0,0,22,466,2316,32838,0,36,580,Bachelor,25534,Single,Rent,1.83,1,Debt Consolidation,20,1321,35154,5,24.64,50.0,17.0,2905.33,744.08,34.8
A9156,2019-01-25,26397,Employed,84,1,750,3,0,0,13,2842,6487,52387,0,34,539,High School,31719,Single,Mortgage,3.66,1,Debt Consolidation,27,7926,58874,2,27.52,50.0,9.0,2199.75,854.66,72.95
A9157,2019-01-26,45023,Employed,24,5,636,3,0,1,25,2423,16343,413088,1,43,510,Master,17331,Married,Own,39.6,3,Education,20,6331,429431,4,20.12,42.0,24.0,3751.92,883.09,40.49
A9158,2019-01-27,47723,Employed,12,3,590,3,0,0,11,336,53919,7354,0,46,627,Master,29167,Single,Mortgage,40.1,0,Debt Consolidation,29,1521,7467,8,14.45,51.0,21.0,3976.92,2625.0,80.84
A9159,2019-01-28,81914,Employed,24,1,666,4,0,0,26,2648,60867,10861,1,56,599,High School,10675,Widowed,Rent,2.15,0,Debt Consolidation,19,10603,25409,4,20.47,45.0,33.0,6826.17,545.77,17.75
A9160,2019-01-29,51401,Employed,120,0,496,3,0,0,6,2556,135501,11709,0,54,439,Bachelor,14629,Single,Own,5.74,0,Other,20,6209,147210,10,31.94,53.0,32.0,4283.42,406.77,21.08
A9161,2019-01-30,28433,Employed,60,1,627,7,0,0,10,1658,62658,7474,0,33,591,Master,10868,Single,Mortgage,44.1,2,Other,16,3426,33154,7,19.27,55.0,11.0,2369.42,283.54,38.43
A9162,2019-01-31,32459,Employed,60,2,280,2,0,0,1,2027,19614,33178,0,38,550,Bachelor,20654,Married,Rent,2.73,0,Debt Consolidation,26,1774,52792,4,27.46,55.0,16.0,2704.92,636.37,33.88
A9163,2019-02-01,23744,Unemployed,60,4,563,2,0,0,3,2002,6784,64309,0,48,467,Associate,17741,Single,Own,26.4,1,Auto,29,1024,71093,6,28.95,62.0,27.0,1978.67,562.59,56.89
A9164,2019-02-02,45790,Employed,60,1,297,1,0,0,12,247,6861,9073,0,52,616,Associate,33264,Single,Rent,3.59,2,Auto,25,5372,15934,1,24.57,50.0,30.0,3815.83,967.97,33.15
A9165,2019-02-03,111846,Employed,60,1,699,3,0,0,3,441,18403,68128,1,51,661,Bachelor,17096,Married,Mortgage,9.56,1,Debt Consolidation,39,1665,86531,2,20.91,36.0,24.0,9320.5,461.64,12.45
A9166,2019-02-04,47140,Employed,12,0,579,3,0,0,18,258,11939,189222,1,39,577,High School,8009,Divorced,Mortgage,25.1,1,Home,20,2821,201161,4,17.57,42.0,14.0,3928.33,732.63,33.39
A9167,2019-02-05,51382,Unemployed,36,0,762,3,0,0,16,2604,17691,44976,0,24,545,Associate,31370,Single,Own,6.19,3,Debt Consolidation,15,16230,62667,9,24.97,61.0,3.0,4281.83,1246.77,46.91
A9168,2019-02-06,16130,Employed,60,3,325,2,0,0,5,53,102657,3440,0,28,560,High School,40746,Married,Rent,16.8,0,Education,26,2901,20966,4,21.25,53.0,5.0,1344.17,1108.05,106.61
A9169,2019-02-07,23656,Employed,84,1,580,2,0,0,18,1147,52066,5522,0,43,625,Associate,38383,Married,Rent,35.2,0,Auto,14,3653,15263,4,25.96,57.0,20.0,1971.33,995.22,79.91
A9170,2019-02-08,46404,Unemployed,60,3,454,4,0,0,23,506,56784,7305,0,44,621,High School,11327,Married,Other,15.7,2,Home,24,451,12375,2,22.6,54.0,22.0,3867.0,316.72,19.93
A9171,2019-02-09,106091,Unemployed,60,3,701,8,0,0,2,1443,28926,22541,0,26,613,Associate,23232,Single,Mortgage,3.11,2,Home,21,2252,51467,3,18.04,57.0,6.0,8840.92,590.45,14.61
A9172,2019-02-10,134276,Employed,60,2,449,5,0,0,16,1720,5478,39290,0,40,546,Associate,18188,Married,Mortgage,3.76,0,Education,23,956,44768,1,25.24,54.0,17.0,11189.67,536.4,8.81
A9173,2019-02-11,31755,Employed,60,4,640,1,0,0,10,1502,35794,12850,0,47,621,High School,15991,Divorced,Mortgage,3.78,1,Debt Consolidation,26,24421,48644,3,20.71,48.0,23.0,2646.25,430.01,40.43
A9174,2019-02-12,137645,Employed,96,1,177,2,0,1,25,290,18964,1908,1,26,557,High School,16784,Single,Rent,16.9,2,Home,25,450,3629,5,22.71,42.0,5.0,11470.42,380.55,4.86
A9175,2019-02-13,17711,Employed,60,1,286,2,0,0,12,1399,7998,118599,0,53,658,Bachelor,9887,Single,Own,1.9,0,Home,23,4561,126597,5,21.04,41.0,27.0,1475.92,267.7,37.52
A9176,2019-02-14,59967,Employed,36,2,387,2,0,0,10,272,20901,19316,0,35,615,Master,16263,Married,Rent,434.0,1,Auto,37,13800,40217,4,20.08,48.0,9.0,4997.25,605.05,19.85
A9177,2019-02-15,52743,Employed,84,2,354,3,0,0,13,95,53791,6367,0,55,629,Associate,36719,Married,Own,11.4,0,Education,27,5077,60158,7,19.77,50.0,31.0,4395.25,810.31,26.49
A9178,2019-02-16,35587,Employed,84,3,423,7,0,0,6,1480,12213,2349,0,33,616,High School,13914,Divorced,Mortgage,5.04,1,Home,30,841,14562,6,23.05,59.0,13.0,2965.58,335.03,25.56
A9179,2019-02-17,50656,Employed,60,0,489,6,0,0,19,1435,13011,44175,0,27,579,High School,60450,Single,Own,3.01,0,Debt Consolidation,26,1678,57186,2,29.11,54.0,4.0,4221.33,1922.85,57.13
A9180,2019-02-18,47667,Employed,72,2,203,3,0,0,21,3822,109013,9295,0,34,610,Master,26890,Widowed,Other,25.5,2,Home,26,935,24999,7,24.61,50.0,11.0,3972.25,717.92,23.18
A9181,2019-02-19,22256,Employed,120,1,522,3,0,0,15,718,1837,26113,0,38,625,Bachelor,14138,Divorced,Other,3.81,1,Education,29,1855,27950,6,24.12,49.0,14.0,1854.67,312.9,45.02
A9182,2019-02-20,35195,Employed,36,3,262,2,0,1,26,1057,39215,5658,0,35,501,High School,25168,Single,Mortgage,41.1,1,Home,30,35950,44873,1,24.79,58.0,9.0,2932.92,997.88,42.96
A9183,2019-02-21,61124,Employed,72,1,960,6,0,0,15,1835,10519,54697,0,37,630,Bachelor,19422,Single,Mortgage,416.0,1,Home,14,2231,65216,7,21.44,48.0,15.0,5093.67,481.56,28.3
A9184,2019-02-22,74906,Employed,48,0,410,3,0,0,5,429,18654,32770,0,44,419,High School,13996,Single,Mortgage,13.3,2,Auto,22,545,51424,3,28.09,53.0,17.0,6242.17,488.51,14.39
A9185,2019-02-23,112194,Employed,84,1,560,1,0,0,17,1005,12614,5593,1,37,634,High School,31907,Single,Other,7.79,0,Education,20,17202,18207,4,20.22,36.0,14.0,9349.5,712.77,13.61
A9186,2019-02-24,26290,Employed,48,5,401,1,0,0,3,1965,4597,61218,0,39,534,High School,20513,Single,Mortgage,36.2,1,Home,17,17080,65815,5,25.57,61.0,17.0,2190.83,686.69,49.65
A9187,2019-02-25,85129,Employed,36,3,961,5,0,0,8,523,9715,90774,0,19,537,High School,34176,Married,Rent,24.0,2,Education,27,2628,100489,7,23.22,48.0,0.0,7094.08,1326.87,32.25
A9188,2019-02-26,43331,Employed,48,3,529,4,0,0,17,1798,140688,1070,0,44,610,Bachelor,9451,Married,Own,2.69,2,Debt Consolidation,20,2192,3990,7,20.98,51.0,20.0,3610.92,292.56,22.75
A9189,2019-02-27,34144,Employed,12,4,393,3,0,0,20,9167,47996,50466,0,38,502,Associate,32986,Married,Own,2.69,0,Other,22,5616,98462,2,20.93,57.0,16.0,2845.33,3070.34,121.72
A9190,2019-02-28,45006,Employed,84,4,278,2,0,0,2,643,49599,54842,0,59,650,Bachelor,14226,Married,Mortgage,3.9,1,Home,19,2345,104441,2,22.03,51.0,36.0,3750.5,333.52,16.31
A9191,2019-03-01,15000,Employed,60,2,262,1,0,0,23,1769,83228,11164,0,28,461,Bachelor,25908,Divorced,Own,18.3,1,Home,36,2087,94392,4,31.23,51.0,4.0,1250.0,857.89,89.59
A9192,2019-03-02,28589,Employed,84,1,423,2,0,0,1,1132,13516,46209,0,18,553,Associate,41349,Married,Mortgage,32.8,1,Education,13,3039,59725,6,29.54,56.0,0.0,2382.42,1169.53,66.85
A9193,2019-03-03,116404,Employed,48,0,524,4,0,0,3,2077,17907,8293,1,47,598,Bachelor,21612,Divorced,Rent,4.89,2,Auto,21,1678,13720,2,23.11,45.0,24.0,9700.33,694.0,12.56
A9194,2019-03-04,62032,Unemployed,24,4,882,2,0,0,4,10937,71326,134672,0,44,573,Associate,10691,Single,Other,7.82,1,Debt Consolidation,18,1982,205998,4,23.32,54.0,23.0,5169.33,561.62,27.93
A9195,2019-03-05,48022,Unemployed,36,1,765,3,0,0,27,936,35870,2441,0,27,573,High School,25084,Single,Mortgage,6.29,3,Home,22,2416,22489,7,20.38,56.0,8.0,4001.83,937.08,42.53
A9196,2019-03-06,52038,Unemployed,60,1,212,3,0,1,5,1657,16073,1897,0,21,556,Bachelor,12056,Divorced,Mortgage,60.5,2,Auto,24,16313,17970,6,24.76,63.0,0.0,4336.5,352.17,13.01
A9197,2019-03-07,148391,Employed,60,0,995,1,0,0,26,25493,34400,162493,1,58,585,Doctorate,46099,Divorced,Rent,40.2,1,Auto,24,1942,196893,5,28.41,40.0,35.0,12365.92,1446.75,19.75
A9198,2019-03-08,31650,Self-Employed,120,0,613,4,0,0,17,1325,64187,8058,0,56,611,Associate,15544,Married,Mortgage,12.7,1,Debt Consolidation,24,11633,34391,3,26.38,51.0,32.0,2637.5,368.85,37.23
A9199,2019-03-09,72094,Employed,60,4,189,4,0,0,21,1132,57080,7838,0,18,593,Associate,29515,Divorced,Other,22.2,0,Education,20,5414,54410,7,25.79,50.0,0.0,6007.83,880.03,17.79
A9200,2019-03-10,41036,Employed,36,4,843,2,0,0,21,9478,5183,34179,0,34,529,High School,18811,Married,Mortgage,18.3,0,Home,26,1015,39362,3,25.66,50.0,14.0,3419.67,754.5,46.72
A9201,2019-03-11,45609,Self-Employed,24,0,250,1,0,0,5,728,89227,5735,0,59,669,Master,36199,Married,Own,3.19,4,Debt Consolidation,33,1804,24985,8,17.28,56.0,38.0,3800.75,1794.63,53.8
A9202,2019-03-12,75014,Employed,84,0,391,2,0,0,1,1469,210344,8819,0,34,599,Master,16962,Married,Rent,8.25,1,Auto,20,3609,79127,5,22.87,57.0,9.0,6251.17,406.51,12.76
A9203,2019-03-13,66635,Employed,36,2,476,6,1,0,22,9348,17182,65003,0,34,564,Master,24738,Married,Mortgage,43.8,0,Home,31,14230,82185,6,23.28,65.0,13.0,5552.92,961.22,25.88
A9204,2019-03-14,23211,Unemployed,12,2,206,2,0,0,28,1579,47480,1350,0,36,544,High School,58425,Single,Rent,44.7,1,Home,22,2024,48830,8,20.51,58.0,14.0,1934.25,5426.44,291.2
A9205,2019-03-15,26316,Employed,72,1,501,3,0,0,5,2826,5639,12505,0,26,609,Master,46009,Single,Own,42.6,0,Auto,27,4034,18144,4,21.67,54.0,4.0,2193.0,1147.03,75.15
A9206,2019-03-16,23537,Employed,36,1,422,3,0,1,21,1638,37904,48136,0,19,560,High School,20376,Divorced,Mortgage,48.2,2,Education,21,3819,86040,7,24.05,61.0,0.0,1961.42,799.94,62.3
A9207,2019-03-17,34186,Employed,36,3,438,3,0,0,4,284,27937,118902,0,52,544,Associate,27798,Single,Mortgage,25.7,2,Home,21,3794,146839,4,21.41,50.0,31.0,2848.83,1053.15,52.34
A9208,2019-03-18,97412,Employed,96,0,697,4,0,0,4,107,95144,1396,0,18,478,Bachelor,17388,Married,Rent,4.47,0,Home,21,5474,55999,10,37.49,57.0,0.0,8117.67,573.13,15.65
A9209,2019-03-19,48002,Employed,36,1,376,3,0,0,29,2961,83169,2929,0,42,638,Master,29460,Married,Mortgage,18.8,1,Education,24,1099,37114,4,22.18,47.0,17.0,4000.17,1127.84,37.59
A9210,2019-03-20,39653,Employed,60,1,651,3,0,0,17,1295,98590,64067,0,50,570,Bachelor,14002,Single,Mortgage,2.38,2,Home,29,2680,162657,14,28.08,55.0,26.0,3304.42,436.64,32.91
A9211,2019-03-21,92457,Employed,60,3,313,4,0,1,17,1797,42011,7533,0,22,618,Bachelor,25499,Single,Rent,54.4,1,Debt Consolidation,26,4379,49544,5,26.3,55.0,0.0,7704.75,767.99,14.03
A9212,2019-03-22,112961,Unemployed,36,3,313,5,0,0,20,200,12936,27145,1,28,615,Master,39582,Married,Own,16.5,0,Auto,39,1169,40081,3,19.17,43.0,3.0,9413.42,1454.32,18.77
A9213,2019-03-23,25094,Employed,60,0,235,1,0,0,1,3023,11548,129435,0,54,552,Associate,27637,Married,Rent,47.7,0,Auto,19,2388,140983,5,20.53,53.0,36.0,2091.17,740.39,46.64
A9214,2019-03-24,28222,Employed,96,1,308,1,0,0,7,1634,143539,7200,0,46,637,Bachelor,22330,Married,Rent,36.2,1,Education,20,7159,94131,5,25.81,53.0,23.0,2351.83,551.83,36.56
A9215,2019-03-25,55247,Employed,84,2,148,5,0,0,18,623,14262,15509,0,32,587,High School,16960,Single,Rent,3.38,1,Auto,20,13330,29771,2,21.82,50.0,11.0,4603.92,395.42,11.8
A9216,2019-03-26,43016,Unemployed,84,0,335,4,0,0,12,900,10964,28765,0,54,575,Associate,43145,Married,Mortgage,2.6,1,Home,32,7333,39729,2,30.51,62.0,29.0,3584.67,1248.48,44.17
